        Id;Fecha de creación;Fecha de actualización;Titulo;Descripcion corta;Descripción;Alt;Pie;Origen;Autor;Realizador;Año;Titulo original;Referencia a la fuente;Streaming;Denegar descarga;Fecha inicio;Fecha fin;Crítico;Derechos;Subtitulos;Autoria;Preset Original;Preset Alta;Preset Media;Preset Baja;Temáticas;Categorias;Destinos de Publicación;Thumbs;Tags;Enlaces;Relacionados;Documentos adjuntos;Estado;
    11525;"14 Mar 2013 11:23:00";"19 Mar 2013 10:21:00";"Sesión plenaria 2. Mejora de las habilidades para promover el acceso a la educación a distancia y el mercado laboral";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. La conferencia convoca a las instituciones de Educación Superior, tanto a distancia como presenciales, que apliquen metodologías mediadas por la tecnología de la Educación Abierta y a Distancia. Participantes: Judith Zubieta, Coordinadora de la Universidad Abierta y de Educación a Distancia de la Universidad Nacional Autónoma de México. Francesc Pedró, Jefe de Sección de Asesoramiento en Políticas Sectoriales y Tecnologías de la Información y la Comunicación en la Educación, UNESCO Mandla Makhanya, Rector de la Universidad de Sudáfrica. Grace Alfonso, Rectora de la Universidad Abierta de Filipinas.";"Sesión plenaria 2. Mejora de las habilidades para promover el acceso a la educación a distancia y el mercado laboral";"";"CSI (icde 07032013 sesion plenariaii tarde)";"";"";"07/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/3/6/1363256581363.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/9/9/1363256599799.jpg";"";"";"";"";"PUB";
    11522;"14 Mar 2013 09:52:00";"19 Mar 2013 10:12:00";"Conferencia Internacional UNED-ICDE 2013. Sesión paralela 1";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 1";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 1 - Políticas de educación: promoción y justicia social - Justicia social y educación a distancia - Cambios en educación superior y experiencias de éxito - El papel de las instituciones de educación superior en un modelo educativo para la justicia social y la innovación";"";"";"CSI (icde sesion paralela 07032013 manana).";"";"";"07/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/6/0/1363251070906.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/6/2/1363251114226.jpg";"";"";"";"";"PUB";
    11536;"14 Mar 2013 09:11:00";"15 Mar 2013 10:33:00";"Los factores de la evolución";"CANALUNED - La profesora Titular de Sociología Mª Rosario H. Sánchez Morales analiza la interrelación entre los factores biológicos y culturales en la evolución humana. Tema objeto de estudio preferente para la Sociología y otras ciencias afines.";"CANALUNED - La profesora Titular de Sociología Mª Rosario H. Sánchez Morales analiza la interrelación entre los factores biológicos y culturales en la evolución humana. Tema objeto de estudio preferente para la Sociología y otras ciencias afines.";"Los factores de la evolución";"";"UNED";"";"";"14/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/0/9/1363335059990.flv";"";"";"SOCIOLOGÍA";"Videos";"RC";"/resources/jpg/4/1/1363335077014.jpg";"";"";"";"";"PUB";
    11533;"14 Mar 2013 09:10:00";"15 Mar 2013 10:49:00";"Movimiento 15-M";"CANALUNED - El catedrático de Sociología José Félix Tezanos indaga sobre las causas estructurales que explican estas protestas masivas de jóvenes. Plantea, a través de una reflexión sobre el alcance de este hecho social, la capacidad...";"CANALUNED - El catedrático de Sociología José Félix Tezanos indaga sobre las causas estructurales que explican estas protestas masivas de jóvenes. Plantea, a través de una reflexión sobre el alcance de este hecho social, la capacidad de la perspectiva sociológica para analizar la realidad social, conocer su dinámica y establecer tendencias de futuro.";"Movimiento 15-M";"";"UNED";"";"";"14/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/4/9/1363334986494.flv";"";"";"SOCIOLOGÍA";"Videos";"RC";"/resources/jpg/6/3/1363335012436.jpg";"";"";"";"";"PUB";
    11531;"14 Mar 2013 09:09:00";"15 Mar 2013 10:44:00";"La función de los SociólogosLa función de los Sociólogos";"CANALUNED - La labor de los sociólogos consiste grosso modo en estudiar, describir y analizar los hechos sociales mediante métodos sistemáticos de investigación científica. Los profesores de Sociología Verónica Díaz Moreno y Óscar Iglesias...";"CANALUNED - La labor de los sociólogos consiste grosso modo en estudiar, describir y analizar los hechos sociales mediante métodos sistemáticos de investigación científica. Los profesores de Sociología Verónica Díaz Moreno y Óscar Iglesias Fernández exponen las bases de la función que estos profesionales desempeñan en la sociedad actual.";"La función de los Sociólogos";"";"UNED";"";"";"14/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/7/6/1363334931467.flv";"";"";"SOCIOLOGÍA";"Videos";"RC";"/resources/jpg/2/8/1363334956582.jpg";"";"";"";"";"PUB";
    11530;"14 Mar 2013 09:09:00";"15 Mar 2013 10:28:00";"Diversidad cultural urbana";"CANALUNED - Los profesores de Sociología Pilar Gomiz Pascual y Juan José Villalón Ogayar reflexionan sobre la complejidad, heterogeneidad y dinamismo de las sociedades urbanas del siglo XXI. Centran su atención en los cambios que la diversidad...";"CANALUNED - Los profesores de Sociología Pilar Gomiz Pascual y Juan José Villalón Ogayar reflexionan sobre la complejidad, heterogeneidad y dinamismo de las sociedades urbanas del siglo XXI. Centran su atención en los cambios que la diversidad cultural genera en los modos de vida.";"Diversidad cultural urbana";"";"UNED";"";"";"14/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/4/3/1363334872934.flv";"";"";"SOCIOLOGÍA";"Videos";"RC";"/resources/jpg/7/2/1363334945927.jpg";"";"";"";"";"PUB";
    11521;"14 Mar 2013 08:11:00";"19 Mar 2013 10:01:00";"Sesión plenaria 1 – Promoción de políticas públicas y organizaciones multinacionales de educación a distancia";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. La conferencia convoca a las instituciones de Educación Superior, tanto a distancia como presenciales, que apliquen metodologías mediadas por la tecnología de la Educación Abierta y a Distancia. Moderador: Alejandro Tiana, Jefe del Gabinete del Rector, UNED Participantes: Pierre Mairesse, Director de Políticas Educativas, Comisión Europea Gard Titlestad, Secretario General, ICDE Montserrat Gomendio, Secretaria de Estado de Educación, Formación profesional y Universidades Beatriz Morán, Directora de la División de Asuntos Sociales, Secretaría General Iberoamericana";"Sesión plenaria 1 – Promoción de políticas públicas y organizaciones multinacionales de educación a distancia";"";"CSI (icde sesion plenariai 07032013 manana)";"";"";"07/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/9/7/1363245049579.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/5/9/1363245091995.jpg";"";"";"";"";"PUB";
    11520;"14 Mar 2013 08:11:00";"19 Mar 2013 09:54:00";"Ceremonia de Inauguración de la Conferencia Internacional UNED-ICDE 2013";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. La conferencia convoca a las instituciones de Educación Superior, tanto a distancia como presenciales, que apliquen metodologías mediadas por la tecnología de la Educación Abierta y a Distancia y, a la vez, pretende abrir un espacio de colaboración en la que académicos, profesores, investigadores, políticos, agentes sociales y económicos puedan discutir cómo generar y transferir conocimiento orientado hacia la construcción de sociedades inclusivas, seguras e inteligentes. Participantes: Juan Gimeno Ullastres, Rector de la Universidad Nacional de Educación a Distancia de España (UNED) Tian Belawati, Presidenta del Consejo Internacional de Educación Abierta y a Distancia (ICDE) Montserrat Gomendio, Secretaria de Estado de Educación, Formación profesional y Universidades";"Ceremonia de Inauguración de la Conferencia Internacional UNED-ICDE 2013";"";"CSI (icde inauguracion 07032013 manana)";"";"";"07/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/2/7/1363245041472.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/2/6/1363245089762.jpg";"";"";"";"";"PUB";
    11504;"14 Mar 2013 07:00:00";"15 Mar 2013 08:14:00";"¿Son las dietas vegetarianas saludables?";"Respuestas de la Ciencia - Hay personas que se son ovolactovegetarianos ya que incluyen en su dieta lácteos y huevos...";"Respuestas de la Ciencia - Hay personas que se son ovolactovegetarianos ya que incluyen en su dieta lácteos y huevos. Otros, denominados veganos y macrobióticos, son estrictamente consumidores de vegetales y, en este caso, salvo que controlen muy bien los diferentes alimentos que toman para que los nutrientes estén presentes en las cantidades convenientes, sí pueden tener problemas. PARTICIPANTES: Socorro Coral Calvo Bruzos, profesora de Nutrición de la Facultad de Ciencias de la UNED . PALABRAS CLAVE: dieta, vegetariana, ovolacto, salud, vegano, macrobiótico, consumidores, vegetales, alimentación, cáncer, hipertensión, enfermedades.";"¿Son las dietas vegetarianas saludables?";"";"UNED (2013-03-14-radio5-ciencias-son-las-dietas-vegetarianas-saludables-marzo)";"";"Edith Checa Oviedo";"14/03/2013";"";"";"";"false";"14/03/2013 04:00";"14/03/2013 08:00";"false";"false";"";"false";"/resources/mp3/6/4/1363088187246.mp3";"";"/resources/mp3/0/1/1363088187810.mp3";"/resources/mp3/9/3/1363088187939.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"/resources/pdf/5/3/1363162739635.pdf (5434)
                    ";"PUB";
    11506;"14 Mar 2013 07:00:00";"15 Mar 2013 08:14:00";"Terapia basada en la mentalización y tratamiento de pacientes con Trastorno Límite de Personalidad (2ª parte)";"Psicología - Descontrol emocional, impulsividad, dificultades para las relaciones interpersonales, autolesiones, conductas suicidas son algunas...";"Psicología - Descontrol emocional, impulsividad, dificultades para las relaciones interpersonales, autolesiones, conductas suicidas son algunas de las características mas significativas del trastorno límite la personalidad, una enfermedad mental muy compleja sobre la que la terapia basada en la mentalización tiene mucho que aportar. PARTICIPANTES: Blanca Más Hesse, profesora Dpto. de Psicología de la Personalidad, Evaluación y Tratamiento Psicológicos; Josefina Mas Hesse, psiquiatra del Hospital de día ""Puerta de Madrid"" de Alcalá de Henares.";"Terapia basada en la mentalización y tratamiento de pacientes con Trastorno Límite de Personalidad (2ª parte)";"";"UNED (2013-03-14-sd-psic-31785)";"";"Mª Teresa Pérez de Albéniz Martínez";"14/03/2013";"";"";"";"false";"14/03/2013 00:01";"14/03/2013 04:00";"false";"false";"";"false";"/resources/mp3/1/7/1363088473871.mp3";"";"/resources/mp3/7/6/1363088631167.mp3";"/resources/mp3/6/0/1363088631806.mp3";"PSICOLOGÍA PLAN 2000 , PSICOLOGÍA";"Audios";"RC";"";"";"";"";"/resources/pdf/9/8/1363161938389.pdf (5433)
                    ";"PUB";
    11505;"14 Mar 2013 07:00:00";"15 Mar 2013 08:14:00";"Los pensadores económicos españoles en los siglos XIX y XX. Reemisión en homenaje al profesor Manuel JesúsGonzález (1941-2011)";"Economía, Empresa y Turismo - El programa de hoy revisa las aportaciones de los economistas españoles en los siglos XIX y XX. Con motivo de la celebración del 40 ...";"Economía, Empresa y Turismo - El programa de hoy revisa las aportaciones de los economistas españoles en los siglos XIX y XX. Con motivo de la celebración del 40 aniversario de la UNED, hacemos un homenaje a profesores de la Facultad de CCEE de la UNED, que ya no están entre nosotros, maestros de economistas, cuyas lecciones de economía hoy siguen siendo de un gran valor. Entre estas figuras se encuentra la de Manuel Jesús González, catedrático de Historia del Pensamiento Económico y Académico de la Real Academia Española de Historia. PARTICIPANTES: Manuel Jesús González González, catedrático de Historia del Pensamiento Económico (UNED); Rafael Castejón Montijano, catedrático de Economía Aplicada (UNED).";"Los pensadores económicos españoles en los siglos XIX y XX. Reemisión en homenaje al profesor Manuel JesúsGonzález (1941-2011)";"";"UNED (2013-03-14-sd-eco-31826)";"";"Mª Isabel Cubillo Rico";"14/03/2013";"";"";"";"false";"14/03/2013 16:00";"14/03/2013 23:59";"false";"false";"";"false";"/resources/mp3/1/4/1363088474241.mp3";"";"/resources/mp3/4/1/1363088630714.mp3";"/resources/mp3/0/2/1363088631520.mp3";"ECONOMÍA , ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS , TURISMO";"Audios";"RC";"";"";"";"";"/resources/pdf/1/8/1363253597381.pdf (5442)
                    ";"PUB";
    11507;"14 Mar 2013 07:00:00";"15 Mar 2013 08:14:00";"SIN DISTANCIAS (14/03/2013)";"Programa completo, emitido en Radio Nacional.";"Programa completo, emitido en Radio Nacional.";"SIN DISTANCIAS (14/03/2013)";"";"UNED (2013-03-14-sd-3334)";"";"";"14/03/2013";"";"";"";"false";"14/03/2013 08:00";"14/03/2013 16:00";"false";"false";"";"false";"/resources/mp3/2/4/1363088767642.mp3";"";"/resources/mp3/5/5/1363088775555.mp3";"/resources/mp3/8/9/1363088778198.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"";"PUB";
    11517;"13 Mar 2013 14:17:00";"19 Mar 2013 10:48:00";"Conferencia Internacional UNED-ICDE 2013 . Sesión paralela 4";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 4";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 4 - Políticas de educación: promoción y justicia social - Justicia social y educación a distancia - Cambios en educación superior y experiencias de éxito - El papel de las instituciones de educación superior en un modelo educativo para la justicia social y la innovación";"";"";"CSI (icde sesion paralela 08032013 tarde)";"";"";"08/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/2/4/1363180563242.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/5/7/1363180601775.jpg";"";"";"";"";"PUB";
    11516;"13 Mar 2013 12:11:00";"19 Mar 2013 10:53:00";"Conferencia Internacional UNED-ICDE 2013 . Sesión paralela 3";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 3";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. Sesión paralela 3. - Políticas de educación: promoción y justicia social - Justicia social y educación a distancia - Cambios en educación superior y experiencias de éxito - El papel de las instituciones de educación superior en un modelo educativo para la justicia social y la innovación";"Conferencia Internacional UNED-ICDE 2013 . Sesión paralela 3";"";"CSI (icde 08032013 manana)";"";"";"08/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/4/1/1363173011914.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/6/5/1363173080056.jpg";"";"";"";"";"PUB";
    11515;"13 Mar 2013 10:08:00";"19 Mar 2013 10:34:00";"Sesión plenaria 3. Las instituciones de educación superior: modelos de éxito y cambios necesarios";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013";"TELEACTOS - Conferencia Internacional UNED-ICDE 2013. La conferencia convoca a las instituciones de Educación Superior, tanto a distancia como presenciales, que apliquen metodologías mediadas por la tecnología de la Educación Abierta y a Distancia. Moderadora: Marta Mena. Responsable de la Subsecretaría Pedagógica del Programa a Distancia de la Facultad de Ciencias Económicas de la Universidad Tecnológica Nacional (Argentina) Participantes: Peter de Shazo, Executive Director of LASPAU, Harvard University Claudio Rama, Decano de la Facultad de Ciencias Empresariales de la Universidad de la Empresa (Uruguay). Ex-Director del Instituto Internacional para la Educación Superior para América Latina y el Caribe de la UNESCO Carlos Bielschowsky, Presidente del Centro Universitario de Educación a Distancia del Estado de Río de Janeiro (Brasil) Elena Barberá, Directora de Investigación del eLearn Center y Directora del programa de doctorado de Educación y TIC de la Universidad Oberta de Catalunya";"Sesión plenaria 3. Las instituciones de educación superior: modelos de éxito y cambios necesarios";"";"CSI (icde sesion plenaria3 08032013 manana)";"";"";"08/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/2/1/1363165653912.flv";"";"";"INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/7/0/1363165681807.jpg";"";"";"";"";"PUB";
    11514;"13 Mar 2013 09:35:00";"13 Mar 2013 14:16:00";"Leer y escribir en línea: lo viejo, lo nuevo y los retos";"VIDEOCLASE: Sociedad del Conocimiento, Tecnología y Educación";"VIDEOCLASE: Sociedad del Conocimiento, Tecnología y Educación. Ponente: Daniel Cassany, Universidad Pompeu Fabra";"Leer y escribir en línea: lo viejo, lo nuevo y los retos";"";"uned (vc-12-13 139)";"";"";"07/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/5/9/1363163717995.flv";"";"";"CIENCIAS DE LA EDUCACIÓN";"Videos";"RC";"/resources/jpg/1/0/1363163741701.jpg";"";"";"";"";"PUB";
    11479;"13 Mar 2013 08:00:00";"14 Mar 2013 08:01:00";"F.P. Dual";"Informática (Serie análisis y aplicaciones de la informática y automática) - El Instituto de enseñanza secundaria Clara del Rey de Madrid es uno de los centros que ha firmado un convenio de colaboración con la comunidad de Madrid, para continuar ...";"Informática (Serie análisis y aplicaciones de la informática y automática) - El Instituto de enseñanza secundaria Clara del Rey de Madrid es uno de los centros que ha firmado un convenio de colaboración con la comunidad de Madrid, para continuar desarrollando el proyecto de formación profesional dual. Este modelo formativo se caracteriza porque se desarrolla de forma conjunta entre las empresas y el centro educativo, los alumnos participan en el programa de forma voluntaria y las empresas seleccionan y becan a los alumnos. PARTICIPANTES: Pablo Ruipérez García, profesor Departamento Sistemas de Comunicación y Control (UNED); Mercedes Manzanares Tajuelo, directora IES Clara del Rey (Madrid); Amadeo Mora Rioja, jefe de estudios adjunto del IES Clara del Rey (Madrid). PALABRAS CLAVE: Formación profesional dual, IES Clara del Rey, aprender haciendo, FCT,S, formación centros de trabajo, paro juvenil.";"F.P. Dual";"";"UNED (2013-03-13-sd-inf-31522 01)";"";"Ana Isabel Venturerira Pedrosa";"13/03/2013";"";"";"";"false";"13/03/2013 16:00";"13/03/2013 23:59";"false";"false";"";"false";"/resources/mp3/7/8/1362994691087.mp3";"";"/resources/mp3/9/4/1362994888849.mp3";"/resources/mp3/3/9/1362994921093.mp3";"INGENIERO EN INFORMÁTICA";"Audios";"RC";"";"";"";"";"/resources/pdf/9/4/1362998504649.pdf (5419)
                    ";"PUB";
    11478;"13 Mar 2013 07:00:00";"14 Mar 2013 08:01:00";"La comunicación política y las nuevas tecnologías";"Política y Sociología - Perecerá la prensa de papel? ¿Agoniza el periodismo? ¿Se acabarán los secretos oficiales? ¿Puede hacerse la revolución online? ¿Hay un totalitarismo digital? ¿Invade Facebook la privacidad de los usuarios? ¿Pueden ...";"Política y Sociología - Perecerá la prensa de papel? ¿Agoniza el periodismo? ¿Se acabarán los secretos oficiales? ¿Puede hacerse la revolución online? ¿Hay un totalitarismo digital? ¿Invade Facebook la privacidad de los usuarios? ¿Pueden predecirse las elecciones con Twitter? ¿Se acabarán las encuestas y sondeos tradicionales? ¿Es eficaz el ciberactivismo? ¿Se harán transparentes los gobiernos? ¿Es hegemónico el ciberpunk? ¿Es la forma de comunicar más importante que lo comunicado? La respuesta en el libro ""La comunicación política y las nuevas tecnologías"" , editado por los libros de la Catarata, que presentan sus compiladores. PARTICIPANTES: Ismael Crespo Martínez, catedrático de Ciencia Política en la Universidad de Murcia y director del Departamento de Comunicación Política e Institucional del IUIOG.; Ramón Cotarelo García, catedrático, director departamento de Ciencia Política y de la Administración (UNED). PALABRAS CLAVE: comunicación política, nuevas tecnologías, sondeos de opinión, revolución on line, twiter, era Gutemberg, internet, ciberespacio,";"La comunicación política y las nuevas tecnologías";"";"UNED(2013-03-13-sd-pol-31553 01)";"";"Ana Isabel Venturerira Pedrosa";"13/03/2013";"";"";"";"false";"13/03/2013 00:01";"13/03/2013 04:00";"false";"false";"";"false";"/resources/mp3/2/8/1362994692382.mp3";"";"/resources/mp3/9/9/1362994887799.mp3";"/resources/mp3/4/7/1362994907174.mp3";"SOCIOLOGÍA , CIENCIAS POLÍTICAS";"Audios";"RC";"";"";"";"";"/resources/pdf/0/7/1362998950870.pdf (5420)
                    ";"PUB";
    11480;"13 Mar 2013 07:00:00";"14 Mar 2013 08:01:00";"SIN DISTANCIAS (13/03/2013)";"Programa completo, emitido en Radio Nacional.";"Programa completo, emitido en Radio Nacional.";"SIN DISTANCIAS (13/03/2013)";"";"UNED (2013-03-13-sd-3331 01)";"";"";"13/03/2013";"";"";"";"false";"13/03/2013 08:00";"13/03/2013 16:00";"false";"false";"";"false";"/resources/mp3/3/4/1362994912343.mp3";"";"/resources/mp3/7/7/1362994928677.mp3";"/resources/mp3/4/4/1362994932044.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"";"PUB";
    11482;"13 Mar 2013 07:00:00";"14 Mar 2013 08:01:00";"¿Qué sucedió a la muerte de Julio César?";"Preguntas a la Historia - Su asesinato desencadenó un periodo de incertidumbre y violencia civil y militar, marcado por las persecuciones a los asesinos y las pugnas entre sus seguidores. Tras años de enfrentamientos, el sobrino de César, Octavio ...";"Preguntas a la Historia - Su asesinato desencadenó un periodo de incertidumbre y violencia civil y militar, marcado por las persecuciones a los asesinos y las pugnas entre sus seguidores. Tras años de enfrentamientos, el sobrino de César, Octavio, se hizo con el gobierno de roma, logrando lo que no pudo hacer su tío. Roma aceptó la primacía de un hombre sobre todos los demás, y la llegada del imperio de la mano de Octavio, que se haría llamar Augusto. PARTICIPANTES: Irene Teresa Mañas Romero, profesora del departamento de Historia Antigua de la UNED PALABRAS CLAVE: Julio César, muerte, asesinato, violencia civil, Octavio, Augusto, Roma, enfrentamientos, gobierno";"¿Qué sucedió a la muerte de Julio César?";"";"UNED (2013-03-13-radio5-historia-que-sucedio-a-la-muerte-de-cesar-marzo)";"";"Edith Checa";"13/03/2013";"";"";"";"false";"13/03/2013 04:00";"13/03/2013 08:00";"false";"false";"";"false";"/resources/mp3/1/5/1363000092151.mp3";"";"/resources/mp3/6/2/1363000092426.mp3";"/resources/mp3/9/9/1363000092499.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"/resources/pdf/2/9/1363001111792.pdf (5421)
                    ";"PUB";
    11503;"12 Mar 2013 11:21:00";"12 Mar 2013 13:10:00";"Ángeles de la Concha. Conferencia sobre ""50 sombras de igualdad""";"TELEACTOS - XV Edición de los Premios Elisa Pérez Vera. Bajo el título 50 sombras de igualdad, Ángeles de la Concha...";"TELEACTOS - XV Edición de los Premios Elisa Pérez Vera. Bajo el título 50 sombras de igualdad, Ángeles de la Concha denuncia las condiciones que han llevado a las mujeres a creer que el feminismo ya no es necesario, que son definitivamente libres, que hacen lo que quieren sin límites, mientras, en realidad, únicamente se ajustan a un comportamiento complaciente con la posición dominante del hombre Ponente: Ángeles de la Concha, catedrática de Filologías Extranjeras y Lingüística, y especialista en Estudios de Género, UNED";"Ángeles de la Concha. Conferencia sobre ""50 sombras de igualdad""";"";"CSI (ponencia-angeles-concha-08032013)";"";"";"08/03/2013";"";"";"";"false";"";"";"false";"false";"";"false";"";"/resources/flv/5/7/1363083621175.flv";"";"";"FILOLOGÍA , INFORMATIVOS Y CULTURALES , Teleactos";"Videos";"RC";"/resources/jpg/0/2/1363083673020.jpg";"";"";"";"";"PUB";
    11474;"12 Mar 2013 07:00:00";"13 Mar 2013 08:12:00";"Control y regulación de máquinas eléctricas: convertidores y aplicaciones a la movilidad";"Ingeniería - Son muchas las nuevas tendencias en electrónica de potencia, automática y control que se aplican a ámbitos como el transporte o la eficiencia energética...";"Ingeniería - Son muchas las nuevas tendencias en electrónica de potencia, automática y control que se aplican a ámbitos como el transporte o la eficiencia energética. La UNED se ha convertido recientemente en punto de reflexión de todas estas aplicaciones en una jornada organizada por el Departamento de Ingeniería Eléctrica, Electrónica y de Control de la Escuela de Ingenieros Industriales. Se trataba de la Jornada de Conferencias del Máster en Investigación en Ingeniería Eléctrica, Electrónica y de Control Industrial (que tuvo lugar el 4 de Marzo), una cita pensada para reflexionar sobre algunos aspectos de la titulación y también para abordar, como hemos comentado, cuestiones de índole técnica y de aplicación práctica que se están llevando a cabo. PARTICIPANTES: Francisco Mur Pérez, profesor del Departamento de Ingeniería Eléctrica, Electrónica y de Control ETSII-UNED; José Carpio Ibáñez, catedrático del Departamento de Ingeniería Eléctrica, Electrónica y de Control ETSII-UNED; Juan Vicente Míguez Camiña, profesor del Departamento de Ingeniería Eléctrica, Electrónica y de Control ETSII-UNED; Ricardo Requena Pérez, profesor del Departamento de Ingeniería Eléctrica, Electrónica y de Control ETSII-UNED. PALABRAS CLAVE: Electrónica, potencia, automática, control, vehículo eléctrico, eficiencia energética, transporte, movilidad.";"Control y regulación de máquinas eléctricas: convertidores y aplicaciones a la movilidad";"";"UNED (2013-03-12-sd-ing-31789)";"";"Juan Ramón Andrés Cabero";"12/03/2013";"";"";"";"false";"12/03/2013 00:01";"12/03/2013 04:00";"false";"false";"";"false";"/resources/mp3/7/2/1362748925027.mp3";"";"/resources/mp3/3/0/1362748932203.mp3";"/resources/mp3/7/1/1362748933117.mp3";"ING. TEC. INDUSTRIAL EN ELECTRÓNICA INDUSTRIAL , ING. TEC. INDUSTRIAL EN ELECTRICIDAD";"Audios";"RC";"";"";"";"";"/resources/pdf/1/9/1362993314391.pdf (5417)
                    ";"PUB";
    11473;"12 Mar 2013 07:00:00";"13 Mar 2013 08:13:00";"Recuperación de suelos contaminados";"Ciencias - El suelo es la capa superior de la corteza terrestre. Situada entre el lecho rocoso y la superficie, está compuesta por partículas minerales, materia orgánica, agua, aire y organismos vivos...";"Ciencias - El suelo es la capa superior de la corteza terrestre. Situada entre el lecho rocoso y la superficie, está compuesta por partículas minerales, materia orgánica, agua, aire y organismos vivos. Es algo vivo y dinámico que constituye la conexión entre la tierra, el aire y el agua, por lo que es un componente clave en el ciclo del agua. Del suelo dependemos, entre otras cosas, para obtener la mayor parte de nuestros alimentos. Es un recurso no renovable que tarda muchos miles de años en formarse y alcanzar un equilibrio con el entorno. Sirva un dato como ejemplo: En climas húmedos lleva 500 años formar 2,5 centímetros de suelo. Mientras que la intervención humana puede deteriorarlo rápidamente. El programa profundiza en algunas tecnologías de las que se dispone actualmente para la recuperación de suelos contaminados. PARTICIPANTES: Consuelo Escolástico León, profesora del Departamento de Química Orgánica y Bioorgánica, Facultad de Ciencias UNED; Alberto Masaguer Rodríguez, profesor del Departamento de Edafología de la Escuela Técnica Superior de Ingenieros Agrónomos- UPM; Ana María Moliner Aramendia, profesora del Departamento de Edafología de la Escuela Técnica Superior de Ingenieros Agrónomos- UPM. PALABRAS CLAVE: Suelo, contaminación, recuperación, impacto ambiental, metales pesados, fertilizantes, biorremediación, fitorremediación.";"Recuperación de suelos contaminados";"";"UNED (2013-03-12-sd-cc-31790)";"";"Juan Ramón Andrés Cabero";"12/03/2013";"";"";"";"false";"12/03/2013 16:00";"12/03/2013 23:59";"false";"false";"";"false";"/resources/mp3/3/1/1362748854813.mp3";"";"/resources/mp3/0/7/1362748860570.mp3";"/resources/mp3/7/3/1362748862037.mp3";"INFORMATIVOS Y CULTURALES , QUÍMICAS";"Audios";"RC";"";"";"";"";"/resources/pdf/7/7/1362992781677.pdf (5416)
                    ";"PUB";
    11475;"12 Mar 2013 07:00:00";"13 Mar 2013 08:13:00";"SIN DISTANCIAS (12/03/2013)";"Programa completo, emitido en Radio Nacional.";"Programa completo, emitido en Radio Nacional.";"SIN DISTANCIAS (12/03/2013)";"";"UNED (2013-03-12-sd-3332)";"";"";"12/03/2013";"";"";"";"false";"12/03/2013 08:00";"05/03/2013 16:00";"false";"false";"";"false";"/resources/mp3/1/7/1362749194771.mp3";"";"/resources/mp3/7/2/1362749206227.mp3";"/resources/mp3/5/5/1362749209755.mp3";"INFORMATIVOS Y CULTURALES";"Audios";"RC";"";"";"";"";"";"PUB";
